t_wall,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c
1788691094.370910,1.0,620.0,8188.0,65.0
1788691094.571127,1.0,620.0,8188.0,65.0
1788691094.773880,1.0,620.0,8188.0,65.0
1788691094.974027,1.0,620.0,8188.0,65.0
1788691095.174224,2.0,620.0,8188.0,65.0
1788691095.374419,2.0,620.0,8188.0,65.0
1788691095.574618,2.0,620.0,8188.0,65.0
1788691095.774814,2.0,889.0,8188.0,66.0
1788691095.974879,2.0,887.0,8188.0,66.0
1788691096.174939,100.0,889.0,8188.0,77.0
1788691096.375131,100.0,887.0,8188.0,77.0
1788691096.578887,100.0,889.0,8188.0,77.0
1788691096.779059,100.0,887.0,8188.0,77.0
1788691096.979252,100.0,889.0,8188.0,77.0
1788691097.179445,100.0,889.0,8188.0,78.0
1788691097.379637,100.0,891.0,8188.0,78.0
1788691097.579833,100.0,889.0,8188.0,78.0
1788691097.779886,100.0,887.0,8188.0,78.0
1788691097.980081,100.0,887.0,8188.0,78.0
1788691098.180271,100.0,887.0,8188.0,78.0
1788691098.380468,100.0,887.0,8188.0,78.0
1788691098.580662,100.0,887.0,8188.0,78.0
1788691098.780861,100.0,889.0,8188.0,79.0
1788691098.981060,100.0,889.0,8188.0,79.0
1788691099.181253,100.0,887.0,8188.0,79.0
1788691099.381453,100.0,887.0,8188.0,79.0
1788691099.581651,100.0,887.0,8188.0,79.0
1788691099.781848,100.0,889.0,8188.0,79.0
1788691099.981880,100.0,889.0,8188.0,79.0
1788691100.182074,100.0,887.0,8188.0,79.0
1788691100.382264,100.0,891.0,8188.0,79.0
1788691100.582454,100.0,889.0,8188.0,79.0
1788691100.782670,100.0,889.0,8188.0,79.0
1788691100.982867,100.0,887.0,8188.0,79.0
1788691101.183056,100.0,887.0,8188.0,80.0
1788691101.383251,100.0,889.0,8188.0,80.0
1788691101.583444,100.0,887.0,8188.0,80.0
1788691101.783647,100.0,887.0,8188.0,79.0
1788691101.983840,100.0,887.0,8188.0,79.0
1788691102.183878,100.0,887.0,8188.0,80.0
1788691102.384074,100.0,889.0,8188.0,80.0
1788691102.584267,100.0,887.0,8188.0,80.0
1788691102.784458,100.0,887.0,8188.0,80.0
1788691102.984650,100.0,889.0,8188.0,80.0
1788691103.184856,100.0,887.0,8188.0,80.0
1788691103.384883,100.0,887.0,8188.0,80.0
1788691103.585082,100.0,887.0,8188.0,80.0
1788691103.785278,100.0,887.0,8188.0,80.0
1788691103.985474,100.0,887.0,8188.0,80.0
1788691104.185667,100.0,889.0,8188.0,80.0
1788691104.385872,100.0,889.0,8188.0,80.0
1788691104.586063,100.0,891.0,8188.0,80.0
1788691104.786487,100.0,889.0,8188.0,81.0
1788691104.986685,100.0,887.0,8188.0,81.0
1788691105.186879,100.0,889.0,8188.0,80.0
1788691105.387078,100.0,989.0,8188.0,80.0
1788691105.587269,100.0,989.0,8188.0,80.0
1788691105.787493,100.0,987.0,8188.0,80.0
1788691105.987686,100.0,987.0,8188.0,80.0
1788691106.188890,100.0,993.0,8188.0,81.0
1788691106.389081,100.0,987.0,8188.0,81.0
1788691106.589273,100.0,987.0,8188.0,81.0
1788691106.789482,100.0,989.0,8188.0,82.0
1788691106.989673,100.0,987.0,8188.0,82.0
1788691107.189873,100.0,1053.0,8188.0,81.0
1788691107.390065,100.0,1053.0,8188.0,81.0
1788691107.590263,100.0,1053.0,8188.0,81.0
1788691107.790462,100.0,1053.0,8188.0,81.0
1788691107.990656,100.0,1053.0,8188.0,81.0
1788691108.190849,100.0,1053.0,8188.0,82.0
1788691108.390884,100.0,1053.0,8188.0,82.0
1788691108.591078,100.0,1053.0,8188.0,82.0
1788691108.791271,100.0,1053.0,8188.0,82.0
1788691108.991468,100.0,1053.0,8188.0,82.0
1788691109.191658,100.0,1057.0,8188.0,82.0
1788691109.391853,100.0,1053.0,8188.0,82.0
1788691109.591883,100.0,1053.0,8188.0,82.0
1788691109.792078,100.0,1053.0,8188.0,82.0
1788691109.992276,100.0,1053.0,8188.0,82.0
1788691110.192470,100.0,1053.0,8188.0,82.0
1788691110.392663,100.0,1055.0,8188.0,82.0
1788691110.592858,100.0,1055.0,8188.0,82.0
1788691110.792881,100.0,1061.0,8188.0,82.0
1788691110.993075,100.0,1061.0,8188.0,82.0
1788691111.193270,100.0,1055.0,8188.0,82.0
1788691111.393462,100.0,1055.0,8188.0,82.0
1788691111.593654,100.0,1055.0,8188.0,82.0
1788691111.793844,100.0,1055.0,8188.0,82.0
1788691111.993949,100.0,1055.0,8188.0,82.0
1788691112.194143,100.0,1055.0,8188.0,82.0
1788691112.394347,100.0,1055.0,8188.0,82.0
1788691112.594576,100.0,1055.0,8188.0,82.0
1788691112.794771,100.0,1055.0,8188.0,82.0
1788691112.994894,100.0,1055.0,8188.0,82.0
1788691113.195097,100.0,1055.0,8188.0,83.0
1788691113.395294,100.0,1055.0,8188.0,83.0
1788691113.595486,100.0,1055.0,8188.0,83.0
1788691113.795675,100.0,1057.0,8188.0,83.0
1788691113.995869,100.0,1055.0,8188.0,83.0
1788691114.196065,100.0,1055.0,8188.0,83.0
1788691114.396261,100.0,1055.0,8188.0,83.0
1788691114.596469,100.0,1055.0,8188.0,83.0
1788691114.796661,100.0,1055.0,8188.0,83.0
1788691114.996853,100.0,1055.0,8188.0,83.0
1788691115.196881,100.0,1057.0,8188.0,82.0
1788691115.397074,100.0,1055.0,8188.0,82.0
1788691115.597267,100.0,1055.0,8188.0,82.0
1788691115.797458,100.0,1055.0,8188.0,83.0
