t_wall,t_sim,exp_id,gt_x,gt_y,gt_z,gt_dyaw_deg,vslam_x,vslam_y,vslam_z,vslam_dyaw_deg,pos_error_m,yaw_error_deg,vo_state,feature_count,msg_age_s
1788710013.787618,36.864000,r2_high_r123,-0.014011664316058159,0.009868266060948372,0.003428846597671509,0.006233621553331555,0.0,0.0,0.0,0.0,0.017477597115906022,0.006233621553331555,,,1788709976.9236019
1788710013.836569,36.896000,r2_high_r123,-0.01400611363351345,0.009933819994330406,0.0033592581748962402,0.004798360157122573,0.0,0.0,0.0,0.0,0.01749676010809593,0.004798360157122573,1,4,1788709976.9405491
1788710013.888195,36.928000,r2_high_r123,-0.013967739418148994,0.0099536944180727,0.0032978951930999756,0.0034591987076549482,0.0,0.0,0.0,0.0,0.017465677476878952,0.0034591987076549482,1,4,1788709976.9601762
1788710013.940454,36.964000,r2_high_r123,-0.013888375833630562,0.009935198351740837,0.003239959478378296,0.0033258766277042403,0.0,0.0,0.0,0.0,0.01738080800786145,0.0033258766277042403,1,4,1788709976.9764383
1788710013.994691,36.996000,r2_high_r123,-0.013723557814955711,0.009863736107945442,0.0032078027725219727,0.002956973595366877,0.0,0.0,0.0,0.0,0.01720230588424175,0.0029569735953668772,1,4,1788709976.9986591
1788710014.044054,37.028000,r2_high_r123,-0.013548830524086952,0.009787609800696373,0.0032221078872680664,0.002205853031637039,0.0,0.0,0.0,0.0,0.01702204727458813,0.0022058530316370396,1,4,1788709977.0160341
1788710014.106007,37.060000,r2_high_r123,-0.013386690989136696,0.009724972769618034,0.0032548904418945312,0.0017721792132839144,0.0,0.0,0.0,0.0,0.016863359771919183,0.0017721792132839149,1,4,1788709977.0459921
1788710014.217961,37.096000,r2_high_r123,-0.013129906728863716,0.009639455005526543,0.0033128559589385986,0.0022171188985067093,0.0,0.0,0.0,0.0,0.016621930035856436,0.0022171188985067093,1,4,1788709977.1219401
1788710014.271276,37.128000,r2_high_r123,-0.012836134061217308,0.009554700925946236,0.0033825933933258057,0.002111206111739572,0.0,0.0,0.0,0.0,0.016355445132627617,0.0021112061117395725,1,4,1788709977.1432602
1788710014.323667,37.160000,r2_high_r123,-0.012617809697985649,0.009494194760918617,0.0034379959106445312,0.0017800217775516638,0.0,0.0,0.0,0.0,0.016160713833690755,0.0017800217775516638,1,4,1788709977.1636465
1788710014.368802,37.192000,r2_high_r123,-0.01220865361392498,0.009389141574501991,0.0035397112369537354,0.0016188417843814727,0.0,0.0,0.0,0.0,0.015803061672089423,0.0016188417843814725,1,4,1788709977.1767857
