t_wall,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c
1788530021.200643,1.0,620.0,8188.0,63.0
1788530021.400838,1.0,620.0,8188.0,63.0
1788530021.601020,1.0,620.0,8188.0,63.0
1788530021.801214,1.0,620.0,8188.0,63.0
1788530022.001417,1.0,620.0,8188.0,63.0
1788530022.201455,1.0,620.0,8188.0,63.0
1788530022.401653,1.0,624.0,8188.0,63.0
1788530022.601846,1.0,1263.0,8188.0,63.0
1788530022.802046,1.0,1263.0,8188.0,72.0
1788530023.002240,1.0,1265.0,8188.0,72.0
1788530023.202449,100.0,1263.0,8188.0,75.0
1788530023.406447,100.0,1263.0,8188.0,75.0
1788530023.606623,100.0,1265.0,8188.0,75.0
1788530023.806856,100.0,1273.0,8188.0,75.0
1788530024.007048,100.0,1263.0,8188.0,75.0
1788530024.207242,100.0,1263.0,8188.0,76.0
1788530024.407446,100.0,1263.0,8188.0,76.0
1788530024.607640,100.0,1265.0,8188.0,76.0
1788530024.807758,100.0,1265.0,8188.0,75.0
1788530025.007951,100.0,1267.0,8188.0,75.0
1788530025.208148,100.0,1263.0,8188.0,76.0
1788530025.408339,100.0,1265.0,8188.0,76.0
1788530025.608457,100.0,1265.0,8188.0,76.0
1788530025.808665,100.0,1265.0,8188.0,76.0
1788530026.008868,100.0,1267.0,8188.0,76.0
1788530026.209063,100.0,1265.0,8188.0,76.0
1788530026.409259,100.0,1263.0,8188.0,76.0
1788530026.609451,100.0,1263.0,8188.0,76.0
1788530026.809648,100.0,1263.0,8188.0,76.0
1788530027.009840,100.0,1263.0,8188.0,76.0
1788530027.210036,100.0,1263.0,8188.0,77.0
1788530027.410231,100.0,1265.0,8188.0,77.0
1788530027.610428,100.0,1267.0,8188.0,77.0
1788530027.810453,100.0,1265.0,8188.0,77.0
1788530028.010647,100.0,1263.0,8188.0,77.0
1788530028.210843,100.0,1265.0,8188.0,77.0
1788530028.411049,100.0,1263.0,8188.0,77.0
1788530028.611244,100.0,1265.0,8188.0,77.0
1788530028.811444,100.0,1267.0,8188.0,77.0
1788530029.011638,100.0,1263.0,8188.0,77.0
1788530029.211833,100.0,1265.0,8188.0,78.0
1788530029.412030,100.0,1263.0,8188.0,78.0
1788530029.612226,100.0,1265.0,8188.0,78.0
1788530029.812419,100.0,1263.0,8188.0,77.0
1788530030.012450,100.0,1263.0,8188.0,77.0
1788530030.212641,100.0,1265.0,8188.0,78.0
1788530030.412838,100.0,1263.0,8188.0,78.0
1788530030.613032,100.0,1265.0,8188.0,78.0
1788530030.813229,100.0,1267.0,8188.0,77.0
1788530031.013419,100.0,1263.0,8188.0,77.0
1788530031.213452,100.0,1265.0,8188.0,78.0
1788530031.413647,100.0,1265.0,8188.0,78.0
1788530031.613844,100.0,1265.0,8188.0,78.0
1788530031.814037,100.0,1265.0,8188.0,78.0
1788530032.014235,100.0,1263.0,8188.0,78.0
1788530032.214432,100.0,1263.0,8188.0,78.0
1788530032.414625,100.0,1265.0,8188.0,78.0
1788530032.614821,100.0,1263.0,8188.0,78.0
1788530032.815017,100.0,1265.0,8188.0,78.0
1788530033.015212,100.0,1265.0,8188.0,78.0
1788530033.215416,100.0,1265.0,8188.0,78.0
1788530033.415454,100.0,1265.0,8188.0,78.0
1788530033.616448,100.0,1265.0,8188.0,78.0
1788530033.816646,100.0,1263.0,8188.0,79.0
1788530034.016844,100.0,1263.0,8188.0,79.0
1788530034.217046,100.0,1265.0,8188.0,79.0
1788530034.417251,100.0,1263.0,8188.0,79.0
1788530034.617451,100.0,1263.0,8188.0,79.0
1788530034.817844,100.0,1265.0,8188.0,79.0
1788530035.018039,100.0,1263.0,8188.0,79.0
1788530035.218236,100.0,1265.0,8188.0,79.0
1788530035.418440,100.0,1265.0,8188.0,79.0
1788530035.618641,100.0,1267.0,8188.0,79.0
1788530035.818834,100.0,1263.0,8188.0,79.0
1788530036.019031,100.0,1263.0,8188.0,79.0
1788530036.219222,100.0,1263.0,8188.0,79.0
1788530036.419418,100.0,1263.0,8188.0,79.0
1788530036.619454,100.0,1269.0,8188.0,79.0
1788530036.819646,100.0,1329.0,8188.0,80.0
1788530037.019844,100.0,1329.0,8188.0,80.0
1788530037.220038,100.0,1329.0,8188.0,80.0
1788530037.420233,100.0,1329.0,8188.0,80.0
1788530037.620440,100.0,1329.0,8188.0,80.0
1788530037.820632,100.0,1429.0,8188.0,79.0
1788530038.020823,100.0,1429.0,8188.0,79.0
1788530038.221018,100.0,1429.0,8188.0,80.0
1788530038.421213,100.0,1429.0,8188.0,80.0
1788530038.621408,100.0,1429.0,8188.0,80.0
1788530038.821454,100.0,1429.0,8188.0,80.0
1788530039.021652,100.0,1429.0,8188.0,80.0
1788530039.221854,100.0,1429.0,8188.0,80.0
1788530039.422044,100.0,1429.0,8188.0,80.0
1788530039.622249,100.0,1435.0,8188.0,80.0
1788530039.822449,100.0,1429.0,8188.0,80.0
1788530040.022652,100.0,1431.0,8188.0,80.0
1788530040.222846,100.0,1429.0,8188.0,80.0
1788530040.423047,100.0,1431.0,8188.0,80.0
1788530040.623251,100.0,1431.0,8188.0,80.0
1788530040.823450,100.0,1429.0,8188.0,80.0
1788530041.023642,100.0,1429.0,8188.0,80.0
1788530041.223839,100.0,1429.0,8188.0,80.0
1788530041.424036,100.0,1429.0,8188.0,80.0
1788530041.624241,100.0,1431.0,8188.0,80.0
1788530041.824440,100.0,1431.0,8188.0,80.0
1788530042.024632,100.0,1429.0,8188.0,80.0
1788530042.224827,100.0,1431.0,8188.0,80.0
1788530042.425023,100.0,1429.0,8188.0,80.0
1788530042.625223,100.0,1429.0,8188.0,80.0
1788530042.825415,100.0,1431.0,8188.0,80.0
1788530043.025450,100.0,1429.0,8188.0,80.0
1788530043.225645,100.0,1429.0,8188.0,81.0
1788530043.425842,100.0,1429.0,8188.0,81.0
1788530043.626035,100.0,1429.0,8188.0,81.0
1788530043.826227,100.0,1431.0,8188.0,80.0
1788530044.026417,100.0,1433.0,8188.0,80.0
1788530044.226451,100.0,1431.0,8188.0,80.0
1788530044.426592,100.0,1431.0,8188.0,80.0
1788530044.626784,100.0,1429.0,8188.0,80.0
1788530044.826982,100.0,1429.0,8188.0,80.0
1788530045.027175,100.0,1429.0,8188.0,80.0
1788530045.227368,100.0,1429.0,8188.0,80.0
1788530045.427456,100.0,1429.0,8188.0,80.0
1788530045.627653,100.0,1429.0,8188.0,80.0
1788530045.827857,100.0,1433.0,8188.0,81.0
1788530046.028055,100.0,1429.0,8188.0,81.0
