t_wall,t_sim,exp_id,gt_x,gt_y,gt_z,gt_dyaw_deg,vslam_x,vslam_y,vslam_z,vslam_dyaw_deg,pos_error_m,yaw_error_deg,vo_state,feature_count,msg_age_s
1788601283.958500,34.356000,gate_sweep_low_r02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1788601249.6024818
1788601284.063560,34.388000,gate_sweep_low_r02,-3.6954879760742188e-06,-0.00037943944334983826,0.0008175522089004517,1.7160004426387417e-05,0.0,0.0,0.0,0.0,0.0009013210094516959,1.7160004426387417e-05,1,376,1788601249.6755416
1788601284.109232,34.420000,gate_sweep_low_r02,-2.6874244213104248e-05,-0.0006916262209415436,0.001432374119758606,0.0006248517258095264,0.0,0.0,0.0,0.0,0.0015908377269382781,0.0006248517258095264,1,376,1788601249.6892147
1788601284.157889,34.456000,gate_sweep_low_r02,-5.774572491645813e-05,-0.0009193606674671173,0.0019364207983016968,0.0007752110737236803,0.0,0.0,0.0,0.0,0.0021443610035922337,0.0007752110737236803,1,376,1788601249.7018738
1788601284.203706,34.488000,gate_sweep_low_r02,-0.00016833096742630005,-0.0012940000742673874,0.002932533621788025,0.002271090948875169,0.0,0.0,0.0,0.0,0.003209754655688791,0.002271090948875169,1,376,1788601249.7156894
1788601284.253271,34.520000,gate_sweep_low_r02,-0.0003175102174282074,-0.0015393467620015144,0.0037623345851898193,0.0030942584241649015,0.0,0.0,0.0,0.0,0.00407744561248477,0.0030942584241649015,1,376,1788601249.7332544
1788601284.301797,34.552000,gate_sweep_low_r02,-0.0005240179598331451,-0.0017778826877474785,0.00458921492099762,0.0028924864602507816,0.0,0.0,0.0,0.0,0.004949379280750979,0.0028924864602507816,1,376,1788601249.7497559
1788601284.351699,34.588000,gate_sweep_low_r02,-0.0008611381053924561,-0.002127007581293583,0.005563750863075256,0.00465826825973155,0.0,0.0,0.0,0.0,0.006018392123633184,0.00465826825973155,1,376,1788601249.7636814
1788601284.397402,34.620000,gate_sweep_low_r02,-0.0012030638754367828,-0.002477397210896015,0.0061991214752197266,0.00563146340197342,0.0,0.0,0.0,0.0,0.0067833595432843395,0.00563146340197342,1,376,1788601249.7773838
1788601284.445626,34.652000,gate_sweep_low_r02,-0.0014716126024723053,-0.002753661945462227,0.006631538271903992,0.005744143844332014,0.0,0.0,0.0,0.0,0.0073297747314204345,0.005744143844332014,1,376,1788601249.7936096
1788601284.490837,34.684000,gate_sweep_low_r02,-0.0020027868449687958,-0.003267216496169567,0.007259920239448547,0.006181650633389436,0.0,0.0,0.0,0.0,0.008209281373078721,0.006181650633389436,1,376,1788601249.8068187
1788601284.539592,34.720000,gate_sweep_low_r02,-0.0025053173303604126,-0.0036925990134477615,0.007791578769683838,0.006547495269397936,0.0,0.0,0.0,0.0,0.008978897600713994,0.006547495269397936,1,376,1788601249.8195739
1788601284.586507,34.752000,gate_sweep_low_r02,-0.0030440129339694977,-0.004121306352317333,0.008231818675994873,0.007473248133561372,0.0,0.0,0.0,0.0,0.009696082688709022,0.007473248133561372,1,376,1788601249.8344905
1788601284.637366,34.784000,gate_sweep_low_r02,-0.0035848133265972137,-0.004545699805021286,0.008608981966972351,0.008006132843004717,0.0,0.0,0.0,0.0,0.010374432216346815,0.008006132843004717,1,376,1788601249.8533468
1788601284.688356,34.816000,gate_sweep_low_r02,-0.004280582070350647,-0.005085223354399204,0.008973047137260437,0.00923280684720192,0.0,0.0,0.0,0.0,0.01116684621335103,0.00923280684720192,1,376,1788601249.8723352
1788601284.741485,34.852000,gate_sweep_low_r02,-0.004731595516204834,-0.005388272926211357,0.009155884385108948,0.009509782524290026,0.0,0.0,0.0,0.0,0.011629776443672244,0.009509782524290026,1,376,1788601249.889468
1788601284.788760,34.884000,gate_sweep_low_r02,-0.005379397422075272,-0.005744815804064274,0.009375438094139099,0.010209924057359938,0.0,0.0,0.0,0.0,0.012240901302775515,0.010209924057359938,1,376,1788601249.9047427
1788601284.839734,34.916000,gate_sweep_low_r02,-0.006064694374799728,-0.006037994287908077,0.009556472301483154,0.010913705825859694,0.0,0.0,0.0,0.0,0.012828252247658399,0.010913705825859694,1,376,1788601249.923715
1788601284.884679,34.948000,gate_sweep_low_r02,-0.0070174336433410645,-0.006264975294470787,0.009681090712547302,0.011990122539608022,0.0,0.0,0.0,0.0,0.013498807642291744,0.011990122539608022,1,376,1788601249.9366655
1788601284.930086,34.984000,gate_sweep_low_r02,-0.00784461572766304,-0.006340515799820423,0.009719282388687134,0.013236735932521284,0.0,0.0,0.0,0.0,0.014007304761213509,0.013236735932521284,1,376,1788601249.9460683
1788601284.977020,35.016000,gate_sweep_low_r02,-0.008495450019836426,-0.006323542445898056,0.009747251868247986,0.01438109920702809,0.0,0.0,0.0,0.0,0.014393358853571217,0.01438109920702809,1,376,1788601249.9609957
1788601285.026828,35.048000,gate_sweep_low_r02,-0.009622365236282349,-0.006194457411766052,0.009845510125160217,0.015617298301820265,0.0,0.0,0.0,0.0,0.015096201011884771,0.015617298301820265,1,376,1788601249.9788108
1788601285.074213,35.080000,gate_sweep_low_r02,-0.01054380089044571,-0.0060278624296188354,0.009997516870498657,0.017045019470652494,0.0,0.0,0.0,0.0,0.01573077258953543,0.017045019470652494,1,376,1788601249.9941988
1788601285.126526,35.116000,gate_sweep_low_r02,-0.01152241975069046,-0.0057902708649635315,0.010170161724090576,0.017827272340361557,0.0,0.0,0.0,0.0,0.016423324361861218,0.017827272340361557,1,376,1788601250.0105093
1788601285.178993,35.148000,gate_sweep_low_r02,-0.012824272736907005,-0.005446583032608032,0.010401248931884766,0.02025236565377979,0.0,0.0,0.0,0.0,0.01738715667683201,0.02025236565377979,1,376,1788601250.0309758
1788601285.230830,35.180000,gate_sweep_low_r02,-0.01388048566877842,-0.00517035648226738,0.010588154196739197,0.023247910380925385,0.0,0.0,0.0,0.0,0.01820740173250465,0.02324791038092538,1,376,1788601250.0508122
1788601285.278059,35.212000,gate_sweep_low_r02,-0.014690913259983063,-0.004966551437973976,0.010766029357910156,0.025153544781081897,0.0,0.0,0.0,0.0,0.01887847858631015,0.025153544781081897,1,376,1788601250.0660417
1788601285.328192,35.248000,gate_sweep_low_r02,-0.016110900789499283,-0.004651547409594059,0.011091724038124084,0.027113860160591186,0.0,0.0,0.0,0.0,0.020105331623494538,0.027113860160591186,1,376,1788601250.0801735
1788601285.380810,35.280000,gate_sweep_low_r02,-0.017306013032794,-0.0044373515993356705,0.011412858963012695,0.029155832619721957,0.0,0.0,0.0,0.0,0.021200035990936002,0.029155832619721954,1,376,1788601250.100791
1788601285.430020,35.312000,gate_sweep_low_r02,-0.018520846962928772,-0.004230067133903503,0.0117902010679245,0.029866139363118913,0.0,0.0,0.0,0.0,0.022358982119131596,0.029866139363118913,1,376,1788601250.118004
1788601285.477404,35.344000,gate_sweep_low_r02,-0.019999371841549873,-0.003912905231118202,0.012302592396736145,0.03176181673975704,0.0,0.0,0.0,0.0,0.02380419041018871,0.03176181673975704,1,376,1788601250.1333866
