t_wall,t_sim,exp_id,gt_x,gt_y,gt_z,gt_dyaw_deg,vslam_x,vslam_y,vslam_z,vslam_dyaw_deg,pos_error_m,yaw_error_deg,vo_state,feature_count,msg_age_s
1788599494.918915,36.928000,gate_sweep_none_r12,0.0003614630550146103,2.748332917690277e-05,-0.0003120005130767822,-0.00026969177920182233,0.0,0.0,0.0,0.0,0.00047828359127542367,0.00026969177920182233,1,378,1788599457.9908977
1788599494.964420,36.964000,gate_sweep_none_r12,0.0007623415440320969,-1.0651536285877228e-05,-0.0006698071956634521,-0.0009182148406816807,0.0,0.0,0.0,0.0,0.0010148496264693744,0.0009182148406816807,1,378,1788599458.0004032
1788599495.006522,36.996000,gate_sweep_none_r12,0.001057574525475502,-0.00010725855827331543,-0.0009777545928955078,-0.0015429630394748896,0.0,0.0,0.0,0.0,0.0014442895551743992,0.0015429630394748896,1,378,1788599458.010501
1788599495.050449,37.028000,gate_sweep_none_r12,0.0014379974454641342,-0.00028570275753736496,-0.0013866424560546875,-0.0009997256279501532,0.0,0.0,0.0,0.0,0.0020179791921026355,0.0009997256279501532,1,378,1788599458.0224273
1788599495.094302,37.060000,gate_sweep_none_r12,0.0019263718277215958,-0.0006190016865730286,-0.001923680305480957,-0.0008492662510768124,0.0,0.0,0.0,0.0,0.0027918842068243095,0.0008492662510768124,1,378,1788599458.0342824
1788599495.140358,37.096000,gate_sweep_none_r12,0.002397444099187851,-0.000931374728679657,-0.0024102330207824707,-0.0005824124922306804,0.0,0.0,0.0,0.0,0.003524829117620306,0.0005824124922306804,1,378,1788599458.04434
1788599495.183362,37.128000,gate_sweep_none_r12,0.002935495227575302,-0.0012780940160155296,-0.002924680709838867,-1.818265487892036e-05,0.0,0.0,0.0,0.0,0.004336405631325979,1.818265487892036e-05,1,378,1788599458.055345
1788599495.229805,37.160000,gate_sweep_none_r12,0.003374015912413597,-0.0015633050352334976,-0.003303349018096924,0.00018347700204639756,0.0,0.0,0.0,0.0,0.004973934131627446,0.00018347700204639756,1,378,1788599458.0697677
1788599495.274765,37.192000,gate_sweep_none_r12,0.004129447042942047,-0.002031407319009304,-0.003909677267074585,0.0017991221628617725,0.0,0.0,0.0,0.0,0.006038586333643594,0.001799122162861772,1,378,1788599458.082751
1788599495.318265,37.228000,gate_sweep_none_r12,0.004721652716398239,-0.002353762276470661,-0.004307061433792114,0.0030428443503215186,0.0,0.0,0.0,0.0,0.006810651908801873,0.0030428443503215186,1,378,1788599458.0902414
1788599495.364708,37.260000,gate_sweep_none_r12,0.005325010046362877,-0.002612719312310219,-0.004623115062713623,0.002930516735099172,0.0,0.0,0.0,0.0,0.007520320942743995,0.002930516735099172,1,378,1788599458.104688
1788599495.410427,37.292000,gate_sweep_none_r12,0.006062686443328857,-0.0028455834835767746,-0.00490221381187439,0.004730984284531403,0.0,0.0,0.0,0.0,0.008299711593149515,0.004730984284531403,1,378,1788599458.1184113
1788599495.460094,37.324000,gate_sweep_none_r12,0.006668781861662865,-0.0029249200597405434,-0.00504109263420105,0.004539713220617421,0.0,0.0,0.0,0.0,0.00885665985690499,0.004539713220617421,1,378,1788599458.136078
1788599495.504229,37.360000,gate_sweep_none_r12,0.007163865491747856,-0.0029475558549165726,-0.005100369453430176,0.005024479204201192,0.0,0.0,0.0,0.0,0.009274848940181848,0.005024479204201192,1,378,1788599458.1442106
1788599495.549153,37.392000,gate_sweep_none_r12,0.008030954748392105,-0.002965785562992096,-0.005123555660247803,0.004338492899650735,0.0,0.0,0.0,0.0,0.00997712086626354,0.004338492899650735,1,378,1788599458.1571376
1788599495.593361,37.424000,gate_sweep_none_r12,0.008734536357223988,-0.0029922397807240486,-0.005086988210678101,0.0038092759363776933,0.0,0.0,0.0,0.0,0.010541492936799473,0.0038092759363776933,1,378,1788599458.1693428
1788599495.639354,37.456000,gate_sweep_none_r12,0.009408164769411087,-0.002999546006321907,-0.004987776279449463,0.0033865041427993945,0.0,0.0,0.0,0.0,0.011062945032235693,0.0033865041427993945,1,378,1788599458.1833346
1788599495.683598,37.492000,gate_sweep_none_r12,0.01023454312235117,-0.002973022870719433,-0.004825115203857422,0.0017746188083404258,0.0,0.0,0.0,0.0,0.011698994599690286,0.0017746188083404258,1,378,1788599458.191579
1788599495.726774,37.524000,gate_sweep_none_r12,0.010922189801931381,-0.002949662506580353,-0.004702180624008179,0.0013036909121093,0.0,0.0,0.0,0.0,0.012251744430608145,0.0013036909121093,1,378,1788599458.2027574
1788599495.771183,37.556000,gate_sweep_none_r12,0.011455590836703777,-0.0029159020632505417,-0.00464138388633728,0.0014407358100995658,0.0,0.0,0.0,0.0,0.01269942875253811,0.001440735810099566,1,378,1788599458.2151623
1788599495.815969,37.588000,gate_sweep_none_r12,0.012365573085844517,-0.0028349263593554497,-0.004416793584823608,0.0013628166156559565,0.0,0.0,0.0,0.0,0.013433252427289141,0.0013628166156559565,1,378,1788599458.227953
1788599495.864167,37.624000,gate_sweep_none_r12,0.013086903840303421,-0.0027800388634204865,-0.004219084978103638,4.434630431897715e-05,0.0,0.0,0.0,0.0,0.014028412107574273,4.434630431897715e-05,1,378,1788599458.2401514
1788599495.907153,37.656000,gate_sweep_none_r12,0.013805991038680077,-0.002701081335544586,-0.003978848457336426,0.0001675264636167243,0.0,0.0,0.0,0.0,0.014619591785949099,0.0001675264636167243,1,378,1788599458.2511346
1788599495.950743,37.688000,gate_sweep_none_r12,0.01451417338103056,-0.002606453374028206,-0.0036415457725524902,-0.0002901763380958192,0.0,0.0,0.0,0.0,0.01518932795548223,0.0002901763380958192,1,378,1788599458.2627242
