t,x,y,z,d_min
43.224,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.24,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.256,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.276,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.288,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.308,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.324,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.34,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.356,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.372,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.388,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.404,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.42,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.444,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.456,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.472,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.488,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.508,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.52,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.536,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.552,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.572,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.588,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.604,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.62,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.632,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.652,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.668,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.684,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.704,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.72,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.736,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.752,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.768,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.784,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.8,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.816,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.84,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.852,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
