t,x,y,z,d_min
42.32,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.332,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.352,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.364,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.388,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.4,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.412,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.432,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.452,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.464,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.484,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.496,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.52,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.532,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.552,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.564,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.584,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.596,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.616,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.628,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.652,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.664,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.676,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.696,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.712,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.728,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.748,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.76,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.784,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.796,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.816,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.828,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.844,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.86,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.88,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.892,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.916,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.928,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.948,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.96,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.98,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
42.992,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.012,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.024,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.048,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.06,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.08,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.092,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.112,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
43.124,1.600046075343439e-08,8.777227160499915e-18,0.009999843685592091,2.2203
